,0,0.25,0.5,0.75,1
0.5,0.05,0.06666666666666667,0.03333333333333333,0.1,0.03333333333333333
1.0,1.0,1.0,1.0,1.0,1.0
5.0,0.11666666666666667,0.11666666666666667,0.11666666666666667,0.06666666666666667,0.08333333333333333
10.0,0.1,0.06666666666666667,0.1,0.05,0.08333333333333333
