,4,8,12,16
0.5,0.04,0.05333333333333334,0.05333333333333334,0.08
1.0,1.0,1.0,1.0,1.0
5.0,0.08,0.06666666666666667,0.09333333333333334,0.16
10.0,0.06666666666666667,0.04,0.08,0.13333333333333333
