,2,4,6,8
0.5,0.76,0.48,0.6133333333333333,0.5466666666666666
1.0,0.9866666666666667,1.0,1.0,1.0
5.0,0.48,0.3333333333333333,0.52,0.6666666666666666
10.0,0.41333333333333333,0.28,0.5066666666666667,0.6666666666666666
